Rank,Sourceid,Title,Type,Issn,SJR Best Quartile,Country,Areas
255,28371,Hepatology,journal,"02709139, 15273350",Q1,United States,Medicine
256,12459,Journal of the National Cancer Institute,journal,"14602105, 00278874",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Medicine"
257,24385,Journal of the Academy of Marketing Science,journal,"00920703, 15527824",Q1,United States,"Business, Management and Accounting; Economics, Econometrics and Finance"
258,21100786228,"Lancet Gastroenterology and Hepatology, The",journal,24681253,Q1,United Kingdom,Medicine
259,21100401152,Microbiome,journal,20492618,Q1,United Kingdom,Immunology and Microbiology; Medicine
260,12854,Clinical Psychology Review,journal,"18737811, 02727358",Q1,United States,Medicine; Psychology
261,21100797856,Journal of Extracellular Vesicles,journal,20013078,Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
262,19700182323,Perspectives on Psychological Science,journal,"17456916, 17456924",Q1,United States,Psychology
263,17700156408,Nature Reviews Neurology,journal,"17594766, 17594758",Q1,United Kingdom,Medicine; Neuroscience
264,21100278313,Light: Science and Applications,journal,20477538,Q1,United Kingdom,Materials Science; Physics and Astronomy
265,29263,Clinical Cancer Research,journal,"10780432, 15573265",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
266,18503,Current Opinion in Cell Biology,journal,"09550674, 18790410",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology"
267,18525,Developmental Cell,journal,"15345807, 18781551",Q1,United States,"Biochemistry, Genetics and Molecular Biology"
268,21100926579,Review of Corporate Finance Studies,journal,"20469136, 20469128",Q1,United States,"Business, Management and Accounting; Economics, Econometrics and Finance"
269,21708,Annual Review of Genomics and Human Genetics,journal,"15278204, 1545293X",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
270,21100241219,JACC: Heart Failure,journal,"22131787, 22131779",Q1,Netherlands,Medicine
271,21121,Proceedings of the National Academy of Sciences of the United States of America,journal,"10916490, 00278424",Q1,United States,Multidisciplinary
272,19479,Annual Review of Pharmacology and Toxicology,journal,"15454304, 03621642",Q1,United States,"Pharmacology, Toxicology and Pharmaceutics"
273,73008,"Vital and health statistics. Series 2, Data evaluation and methods research",book series,"00832057, 23330872",Q1,United States,Health Professions; Mathematics; Medicine
274,21100470165,Advanced Science,journal,21983844,Q1,Germany,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine; Physics and Astronomy"
275,21100886132,Science Robotics,journal,24709476,Q1,United States,Computer Science; Engineering; Mathematics
276,19300156903,Foundations and Trends in Machine Learning,journal,"19358245, 19358237",Q1,United States,Computer Science
277,5800173382,ISME Journal,journal,"17517362, 17517370",Q1,United Kingdom,Agricultural and Biological Sciences; Immunology and Microbiology
278,21100222930,Springer Monographs in Mathematics,book series,14397382,Q1,United States,Mathematics
279,21100420314,Energy Storage Materials,journal,24058297,Q1,Netherlands,Energy; Materials Science
280,24392,Journal of International Business Studies,journal,"00472506, 14786990",Q1,United Kingdom,"Business, Management and Accounting; Economics, Econometrics and Finance"
281,26038,Endocrine Reviews,journal,"19457189, 0163769X",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
282,18232,Journal of Computer-Mediated Communication,journal,10836101,Q1,United States,Computer Science
283,23860,Journal of Business Venturing,journal,08839026,Q1,United States,"Business, Management and Accounting"
284,9500153903,Biological Reviews,journal,"1469185X, 14647931",Q1,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
285,21100824912,ACS Central Science,journal,"23747951, 23747943",Q1,United States,Chemical Engineering; Chemistry
286,27498,Annual Review of Medicine,journal,"1545326X, 00664219",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
287,11600153422,Review of Environmental Economics and Policy,journal,"17506824, 17506816",Q1,United States,"Economics, Econometrics and Finance; Environmental Science"
288,25936,Duke Mathematical Journal,journal,"15477398, 00127094",Q1,United States,Mathematics
289,11300153407,JACC: Cardiovascular Imaging,journal,"1936878X, 18767591",Q1,United States,Medicine
290,14179,Annals of Neurology,journal,"15318249, 03645134",Q1,United States,Medicine; Neuroscience
291,26555,Annual Review of Physical Chemistry,journal,"0066426X, 15451593",Q1,United States,Chemistry
292,22330,Organizational Research Methods,journal,"15527425, 10944281",Q1,United States,"Business, Management and Accounting; Decision Sciences"
293,19939,Trends in Neurosciences,journal,"03785912, 01662236, 1878108X",Q1,United Kingdom,Neuroscience
294,39139,International Organization,journal,"15315088, 00208183",Q1,United Kingdom,"Business, Management and Accounting; Social Sciences"
295,19600166310,EMBO Molecular Medicine,journal,"17574676, 17574684",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology"
296,13467,Psychological Review,journal,"19391471, 0033295X",Q1,United States,Arts and Humanities; Psychology
297,12094,Journal of the American Statistical Association,journal,"01621459, 1537274X",Q1,United Kingdom,Decision Sciences; Mathematics
298,21100403931,Materials Horizons,journal,"20516347, 20516355",Q1,United Kingdom,Chemical Engineering; Engineering; Materials Science
299,24870,Journal of Human Resources,journal,"15488004, 0022166X",Q1,United States,"Business, Management and Accounting; Economics, Econometrics and Finance"
300,28996,Journal of Financial Intermediation,journal,"10960473, 10429573",Q1,United States,"Economics, Econometrics and Finance"
301,11600154092,Current Protocols in Bioinformatics,journal,"19343396, 1934340X",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
302,26574,Annals of Internal Medicine,journal,"15393704, 00034819",Q1,United States,Medicine
303,17700156202,Nature Reviews Nephrology,journal,"1759507X, 17595061",Q1,United Kingdom,Medicine
304,13649,Annals of Statistics,journal,00905364,Q1,United States,Decision Sciences; Mathematics
305,21149,Leadership Quarterly,journal,10489843,Q1,United States,"Business, Management and Accounting; Psychology; Social Sciences"
306,23063,Circulation Research,journal,"00097330, 15244571",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Medicine"
307,26463,Progress in Lipid Research,journal,"18732194, 01637827",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology"
308,19700182347,Issues in Ecology,book series,10928987,Q1,United States,Environmental Science
309,19700188320,ACS Catalysis,journal,21555435,Q1,United States,Chemical Engineering; Chemistry
310,20650,Journal of Management Studies,journal,"00222380, 14676486",Q1,United Kingdom,"Business, Management and Accounting"
311,21100368204,Cancer Immunology Research,journal,"23266066, 23266074",Q1,United States,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
312,22005,Annual Review of Earth and Planetary Sciences,book series,00846597,Q1,United States,Earth and Planetary Sciences; Physics and Astronomy
313,12429,Molecular Cancer,journal,14764598,Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Medicine"
314,12442,Progress in Human Geography,journal,"14770288, 03091325",Q1,United Kingdom,Social Sciences
315,22088,EMBO Reports,journal,"14693178, 1469221X",Q1,United States,"Biochemistry, Genetics and Molecular Biology"
316,17378,Critical Reviews in Biochemistry and Molecular Biology,journal,"10409238, 15497798",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology"
317,30039,Journal of Personality and Social Psychology,journal,00223514,Q1,United States,Psychology; Social Sciences
318,17809,Trends in Plant Science,journal,"13601385, 18784372",Q1,United Kingdom,Agricultural and Biological Sciences
319,21100284918,Earth System Science Data,journal,"18663516, 18663508",Q1,Germany,Earth and Planetary Sciences
320,12402,MIS Quarterly: Management Information Systems,journal,"02767783, 21629730",Q1,United States,"Business, Management and Accounting; Computer Science; Decision Sciences"
321,17900156719,International Review of Sport and Exercise Psychology,journal,"1750984X, 17509858",Q1,United Kingdom,Health Professions; Psychology
322,12977,PLoS Biology,journal,"15449173, 15457885",Q1,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
323,130050,Ocular Surface,journal,15420124,Q1,United States,Medicine
324,21100228519,JAMA Neurology,journal,"21686157, 21686149",Q1,United States,Medicine
325,15623,Human Reproduction Update,journal,"14602369, 13554786",Q1,United Kingdom,Medicine
326,21100228540,JAMA Pediatrics,journal,"21686211, 21686203",Q1,United States,Medicine
327,22191,Genetics in Medicine,journal,"10983600, 15300366",Q1,Netherlands,Medicine
328,19700174891,Perspectives in Medicinal Chemistry,journal,"11773910, 1177391X",Q1,New Zealand,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
329,19669,Current Opinion in Microbiology,journal,"18790364, 13695274",Q1,United Kingdom,Immunology and Microbiology; Medicine
330,14639,Ophthalmology,journal,"15494713, 01616420",Q1,United States,Medicine
331,19370,Journal of the American Society of Nephrology : JASN,journal,"15333450, 10466673",Q1,United States,Medicine
332,17700156509,Nature Reviews Cardiology,journal,"17595010, 17595002",Q1,United Kingdom,Medicine
333,21100274221,IEEE Transactions on Cybernetics,journal,"21682275, 21682267",Q1,United States,Computer Science; Engineering
334,21100867411,Annual Review of Criminology,journal,25724568,Q1,United States,Social Sciences
335,14992,Current Opinion in Neurobiology,journal,"09594388, 18736882",Q1,United Kingdom,Neuroscience
336,24535,Acta Numerica,journal,"14740508, 09624929",Q1,United Kingdom,Mathematics
337,64345,Ecological Monographs,journal,00129615,Q1,United States,Agricultural and Biological Sciences
338,145558,Political Analysis,journal,"10471987, 14764989",Q1,United Kingdom,Social Sciences
339,21100861110,Journal of the Association of Environmental and Resource Economists,journal,"23335963, 23335955",Q1,United States,"Economics, Econometrics and Finance; Environmental Science"
340,36483,Global Environmental Change,journal,"09593780, 18729495",Q1,United Kingdom,Environmental Science; Social Sciences
341,19684,Criminology,journal,"17459125, 00111384",Q1,United States,Medicine; Social Sciences
342,20862,Trends in Microbiology,journal,"18784380, 0966842X",Q1,United Kingdom,Immunology and Microbiology; Medicine
343,20333,Journal of Politics,journal,"14682508, 00223816",Q1,United Kingdom,Social Sciences
344,25820,Communications on Pure and Applied Mathematics,journal,"00103640, 10970312",Q1,United States,Mathematics
345,19900192439,IMF Economic Review,journal,"2041417X, 20414161",Q1,United Kingdom,"Business, Management and Accounting; Economics, Econometrics and Finance"
346,29993,Annual Review of Nutrition,journal,"01999885, 15454312",Q1,United States,Medicine; Nursing
347,17924,Current Opinion in Plant Biology,journal,"18790356, 13695266",Q1,United Kingdom,Agricultural and Biological Sciences
348,19988,Persoonia: Molecular Phylogeny and Evolution of Fungi,journal,00315850,Q1,Netherlands,Agricultural and Biological Sciences
349,16965,Internet and Higher Education,journal,10967516,Q1,United Kingdom,Computer Science; Social Sciences
350,12499,Neuro-Oncology,journal,"15228517, 15235866",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Medicine"
351,13456,Psychological Inquiry,journal,"15327965, 1047840X",Q1,United States,Psychology
352,21817,Clinical Infectious Diseases,journal,"15376591, 10584838",Q1,United Kingdom,Medicine
353,17600155011,Molecular Plant,journal,"16742052, 17529867",Q1,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
354,16343,Applied Catalysis B: Environmental,journal,"18733883, 09263373",Q1,Netherlands,Chemical Engineering; Environmental Science
355,21100858657,"Lancet Planetary Health, The",journal,25425196,Q1,Netherlands,Medicine; Social Sciences
356,15131,Global Change Biology,journal,"13652486, 13541013",Q1,United Kingdom,Environmental Science
357,21100370017,"Lancet Haematology,The",journal,23523026,Q1,United Kingdom,Medicine
358,22321,Trends in Pharmacological Sciences,journal,"18733735, 01656147",Q1,United Kingdom,"Pharmacology, Toxicology and Pharmaceutics"
359,21100466864,Journal for ImmunoTherapy of Cancer,journal,20511426,Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
360,29282,Journal of Occupational Health Psychology,journal,"19391307, 10768998",Q1,United States,Medicine; Psychology
361,15646,Annual Review of Political Science,book series,"10942939, 15451577",Q1,United States,Social Sciences
362,144675,Frontiers in Ecology and the Environment,journal,"15409295, 15409309",Q1,United States,Agricultural and Biological Sciences; Environmental Science
363,12286,Surface Science Reports,journal,"01675729, 1879274X",Q1,Netherlands,Chemistry; Materials Science; Physics and Astronomy
364,21100198522,Wiley interdisciplinary reviews. RNA,journal,"17577012, 17577004",Q1,United States,"Biochemistry, Genetics and Molecular Biology"
